	0	1	2	3	4	5	6	7	8	9	10	11
0	188701	УЗЕЛ СОЕДИНЕНИЯ СЕКЦИЙ ЖЕЛЕЗОБЕТОННОЙ СТОЙКИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=188701&TypeFile=html	"Общество с ограниченной ответственностью ""Волгостройресурс"" (RU)"	E04H12/12	QB9K Государственная регистрация предоставления права использования по договору	09.04.2021 РД0360083	"Общество с ограниченной ответственностью ""Волгостройресурс"" (RU)"	"Общество с ограниченной ответственностью ""ПО Энергожелезобетонинвест"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
1	188351	КАБЕЛЬ ЭЛЕКТРИЧЕСКИЙ СИЛОВОЙ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=188351&TypeFile=html	"Общество с ограниченной ответственностью ""СЕВАН"" (RU),Общество с ограниченной ответственностью ""Научно-производственная компания ""Энергия"" (RU)"	H01B9/02	QB9K Государственная регистрация предоставления права использования по договору	15.10.2021 РД0377552	"Общество с ограниченной ответственностью ""СЕВАН"" (RU), Общество с ограниченной ответственностью ""Научно-производственная компания ""Энергия"" (RU)"	"Общество с ограниченной ответственностью ""Опытно-конструкторское предприятие ""ЭЛКА-Кабель"" (RU)"	лицензионный	неисключительная лицензия на срок до 28.12.2028 на территории РФ.	нет данных об адресе
2	188351	КАБЕЛЬ ЭЛЕКТРИЧЕСКИЙ СИЛОВОЙ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=188351&TypeFile=html	"Общество с ограниченной ответственностью ""СЕВАН"" (RU),Общество с ограниченной ответственностью ""Научно-производственная компания ""Энергия"" (RU)"	H01B9/02	QB9K Государственная регистрация предоставления права использования по договору	21.12.2022 РД0417940	"Общество с ограниченной ответственностью ""СЕВАН"" (RU), Общество с ограниченной ответственностью ""Научно-производственная компания ""Энергия"" (RU)"	"Общество с ограниченной ответственностью ""Сарансккабель"" (RU)"	лицензионный	неисключительная лицензия на срок до 28.12.2028 на территории РФ.	нет данных об адресе
3	188008	Установка для кондиционирования воздуха	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=188008&TypeFile=html	Тарабанов Валерий Михайлович (RU)	F24F6/00	PC9K Государственная регистрация отчуждения исключительного права по договору	20.03.2023 РД0426056	Тарабанов Валерий Михайлович (RU)	"Общество с ограниченной ответственностью ""Научно-производственный центр Эковент"" (RU)"	Договор отчуждения	нет данных об условиях	"400087, Волгоградская обл., г. Волгоград, ул. им. Пархоменко, 35 А, помещ. 6, ООО ""НПЦ Эковент"""
4	191503	ТЕПЛООБМЕННОЕ УСТРОЙСТВО ДЛЯ СИСТЕМЫ ОЧИСТКИ ВОДЫ МЕТОДОМ ПЕРЕКРИСТАЛЛИЗАЦИИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=191503&TypeFile=html	"Общество с ограниченной ответственностью ""МАКСИМУМ"" (RU)"	C02F1/22	PC9K Государственная регистрация отчуждения исключительного права по договору	24.04.2020 РД0331592	"Общество с ограниченной ответственностью ""МАКСИМУМ"" (RU)"	Михайлов Владимир Сергеевич (RU), Блинов Денис Дмитриевич (RU), Муринский Евгений Юрьевич (RU)	Договор отчуждения	нет данных об условиях	129346, Москва, а/я 26 (Филипповой Ю.О.)
5	191503	ТЕПЛООБМЕННОЕ УСТРОЙСТВО ДЛЯ СИСТЕМЫ ОЧИСТКИ ВОДЫ МЕТОДОМ ПЕРЕКРИСТАЛЛИЗАЦИИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=191503&TypeFile=html	"Общество с ограниченной ответственностью ""МАКСИМУМ"" (RU)"	C02F1/22	PC9K Государственная регистрация отчуждения исключительного права по договору	12.11.2021 РД0379929	Михайлов Владимир Сергеевич (RU),Блинов Денис Дмитриевич (RU),Муринский Евгений Юрьевич (RU)	"ООО ""ПЕРВОЗДАННАЯ"" (RU)"	Договор отчуждения	нет данных об условиях	129346, Москва, а/я 194, Филиппову Василию Алексеевичу
6	190219	ВАНТ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=190219&TypeFile=html	"Публичное акционерное общество ""Северсталь"" (ПАО ""Северсталь"") (RU)"	F16G11/00	QB9K Государственная регистрация предоставления права использования по договору	10.01.2020 РД0321617	"Публичное акционерное общество ""Северсталь"" (RU)"	"Общество с ограниченной ответственностью ""Северсталь подъемные технологии"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
7	188501	Механизм включения с эксцентриковой шайбой для блокировки дифференциала главной передачи колесного мотовездехода	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=188501&TypeFile=html	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (МГТУ им. Н.Э. Баумана) (RU)"	F16H21/14	PC9K Государственная регистрация отчуждения исключительного права по договору	26.10.2020 РД0344820	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (RU)"	"Акционерное общество ""Русская механика"" (RU)"	Договор отчуждения	нет данных об условиях	105005, Москва, ул. 2-я Бауманская, 5, стр. 1, МГТУ им. Н.Э. Баумана, ЦЗИС, Котиеву
8	189646	КОНСТРУКЦИЯ ИЗОЛЯЦИОННОГО МАТЕРИАЛА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=189646&TypeFile=html	Бунин Алексей Федорович (RU)	E04B1/62	QB9K Государственная регистрация предоставления права использования по договору	15.05.2020 РД0332540	Бунин Алексей Федорович (RU)	"Общество с ограниченной ответственностью ""Гекса - нетканые материалы"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
9	192328	Электронный блок автомобильных функций бортовой мультиплексной системы управления транспортным средством	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=192328&TypeFile=html	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (МГТУ им. Н.Э. Баумана) (RU)"	B60K37/00	PC9K Государственная регистрация отчуждения исключительного права по договору	06.04.2022 РД0393351	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (RU)"	"Общество с ограниченной ответственностью ""Объединенный инженерный центр"" (RU)"	Договор отчуждения	нет данных об условиях	"603004, г. Нижний Новгород, пр. Ленина, 88, ООО ""КЦ ""Группа ГАЗ"", ДПВиУС, Начальнику управления собственности и корпоративных отношений Крюкову В.Г."
