	0	1	2	3	4	5	6	7	8	9	10	11
0	203042	КРЫШКА БЕТОННОГО ВОДООТВОДНОГО ЛОТКА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=203042&TypeFile=html	Портнов Максим Александрович (RU)	E01C19/08	QB9K Государственная регистрация предоставления права использования по договору	25.05.2021 РД0364282	Портнов Максим Александрович (RU)	"Общество с ограниченной ответственностью ""Малиновский комбинат железобетонных изделий"" (RU)"	лицензионный	неисключительная лицензия на срок до 30.04.2022 на территории РФ.	нет данных об адресе
1	203042	КРЫШКА БЕТОННОГО ВОДООТВОДНОГО ЛОТКА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=203042&TypeFile=html	Портнов Максим Александрович (RU)	E01C19/08	QZ9K Государственная регистрация изменений, касающихся предоставления права использования по договору	25.05.2021 РД0364282	Портнов Максим Александрович (RU)	"Общество с ограниченной ответственностью ""Малиновский комбинат железобетонных изделий"" (RU)  Изменения:   Продление предоставления права использования до 31.12.2022. Изменение условий договора, не отражающихся в Государственном реестре."	лицензионный   Дата внесения записи в Государственный реестр: 24.03.2022         Дата публикации и номер бюллетеня: 24.03.2022 Бюл. №9	no_data	нет данных об адресе
2	204836	УСТРОЙСТВО ДЛЯ ИЗМЕРЕНИЯ ХАРАКТЕРИСТИК КЛЕТОК МЕТОДОМ ЛАЗЕРНОЙ ДИФРАКЦИИ И ФЛУОРЕСЦЕНТНОГО АНАЛИЗА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204836&TypeFile=html	"ООО ""БИОМЕДИЦИНСКИЕ СИСТЕМЫ"" (RU)"	G01N33/49	PC9K Государственная регистрация отчуждения исключительного права по договору	28.08.2023 РД0441597	"Общество с ограниченной ответственностью ""Биомедицинские системы"" (RU)"	Федеральное государственное бюджетное учреждение науки Институт эволюционной физиологии и биохимии им. И.М. Сеченова Российской академии наук (RU)	Договор отчуждения	нет данных об условиях	195220, Санкт-Петербург, ул. Верности, 13, кв. 224, Корытовской Г.Ю.
3	204737	Опорная шайба анкерной крепи	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204737&TypeFile=html	Зубков Антон Анатольевич (RU),Кутлубаев Ильдар Мухаметович (RU)	E21D21/00	QB9K Государственная регистрация предоставления права использования по договору	08.04.2022 РД0393532	Зубков Антон Анатольевич (RU), Кутлубаев Ильдар Мухаметович (RU)	Общество с ограниченной ответственностью «УралЭнергоРесурс» (RU)	лицензионный	исключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе
4	204985	Устройство идентификации драгоценных камней	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204985&TypeFile=html	Общество с ограниченной ответственностью «Алмазный научно-технологический центр» (RU)	G01N21/87	PC9K Государственная регистрация отчуждения исключительного права по договору	26.12.2022 РД0418393	Общество с ограниченной ответственностью «Алмазный научно-технологический центр» (RU)	Акционерная компания «АЛРОСА» (публичное акционерное общество) (RU)	Договор отчуждения	нет данных об условиях	678175, Республика Саха (Якутия), г. Мирный, ул. Ленина, д. 39, институт «Якутнипроалмаз», лаборатория интеллектуальной собственности.
5	204969	ТОРМОЗНАЯ КОЛОДКА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТНОГО СРЕДСТВА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204969&TypeFile=html	"Акционерное общество ""Термостойкие изделия и инженерные разработки"" (АО ""ТИИР"") (RU)"	F16D65/06	PC9K Государственная регистрация отчуждения исключительного права по договору	29.11.2021 РД0381661	"Акционерное общество ""Термостойкие изделия и инженерные разработки"" (RU)"	"Публичное акционерное общество ""Уральский завод авто-текстильных изделий"" (RU)"	Договор отчуждения	нет данных об условиях	"624273, Свердловская обл., г. Асбест, ул. Плеханова, 64, ПАО ""УралАТИ"""
6	203485	КОЖУХ ЗУБЧАТОЙ ПЕРЕДАЧИ ТЯГОВОГО РЕДУКТОРА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=203485&TypeFile=html	КУЗНЕЦОВА Ирина Сергеевна (RU),ТУРОВЕРОВА Наталия Александровна (RU)	F16H57/031	QB9K Государственная регистрация предоставления права использования по договору	06.03.2023 РД0424970	Кузнецова Ирина Сергеевна (RU), Туроверова Наталья Александровна (RU)	"Общество с ограниченной ответственностью ""НИКА"" (RU)"	лицензионный	неисключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе
7	205235	МУФТОВОЕ СОЕДИНЕНИЕ АРМАТУРНЫХ СТЕРЖНЕЙ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=205235&TypeFile=html	"Акционерное общество ""Силовая защита"" (АО ""Силовая защита"") (RU)"	E04C5/18	QB9K Государственная регистрация предоставления права использования по договору	23.03.2022 РД0391713	"Акционерное общество ""СИЛОВАЯ ЗАЩИТА"" (RU)"	"Акционерное общество ""ПРОМСТРОЙКОНТРАКТ"" (RU)"	лицензионный	исключительная лицензия на срок действия патента на территории РФ	нет данных об адресе
8	204603	ЧЕТЫРЁХОСНЫЙ КРЫТЫЙ ГРУЗОВОЙ ВАГОН	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204603&TypeFile=html	"Акционерное общество Алтайского вагоностроения (АО ""Алтайвагон"") (RU)"	B61D3/00	PC9K Государственная регистрация отчуждения исключительного права по договору	13.06.2023 РД0434245	Акционерное общество Алтайского вагоностроения (RU)	"Общество с ограниченной ответственностью ""Сибирское патентное бюро"" (RU)"	Договор отчуждения	нет данных об условиях	"650000, г. Кемерово, ул. Весенняя, д. 5, ООО ""Сибирское Патентное Бюро"""
9	204603	ЧЕТЫРЁХОСНЫЙ КРЫТЫЙ ГРУЗОВОЙ ВАГОН	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204603&TypeFile=html	"Акционерное общество Алтайского вагоностроения (АО ""Алтайвагон"") (RU)"	B61D3/00	QB9K Государственная регистрация предоставления права использования по договору	15.09.2023 РД0443540	"Общество с ограниченной ответственностью ""Сибирское патентное бюро"" (RU)"	Акционерное общество Алтайского вагоностроения (RU)	лицензионный	неисключительная лицензия сроком по 02.12.2041 г. на территории РФ.	нет данных об адресе
10	208319	КРОНШТЕЙН МЕТАЛЛИЧЕСКОГО СТЕЛЛАЖА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=208319&TypeFile=html	Лабазин Герман Юрьевич (RU),Деревянко Алексей Анатольевич (RU)	A47B47/00	QB9K Государственная регистрация предоставления права использования по договору	05.03.2022 РД0389899	Лабазин Герман Юрьевич (RU), Деревянко Алексей Анатольевич (RU)	Общество с ограниченной ответственностью «Борский завод торгового оборудования» (RU)	лицензионный	исключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе
11	208319	КРОНШТЕЙН МЕТАЛЛИЧЕСКОГО СТЕЛЛАЖА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=208319&TypeFile=html	Лабазин Герман Юрьевич (RU),Деревянко Алексей Анатольевич (RU)	A47B47/00	QZ9K Государственная регистрация изменений, касающихся предоставления права использования по договору	05.03.2022 РД0389899	Лабазин Герман Юрьевич (RU), Деревянко Алексей Анатольевич (RU)	Общество с ограниченной ответственностью «Борский завод торгового оборудования» (RU)  Изменения:   Изменены условия договора, не отраженные в Государственном реестре.	лицензионный   Дата внесения записи в Государственный реестр: 28.06.2022         Дата публикации и номер бюллетеня: 28.06.2022 Бюл. №19	no_data	нет данных об адресе
12	208113	КОМБИНЕЗОН ДЕТСКИЙ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=208113&TypeFile=html	Чуенко Евгений Сергеевич (RU)	A41B11/00	QB9K Государственная регистрация предоставления права использования по договору	18.04.2023 РД0429007	Чуенко Евгений Сергеевич (RU)	Калашников Александр Дмитриевич (RU)	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
13	208113	КОМБИНЕЗОН ДЕТСКИЙ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=208113&TypeFile=html	Чуенко Евгений Сергеевич (RU)	A41B11/00	QB9K Государственная регистрация предоставления права использования по договору	09.06.2023 РД0434186	Чуенко Евгений Сергеевич (RU)	Янко Антон Валерьевич (RU)	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
14	204024	МОДУЛЬ ФУТЕРОВКИ ВРАЩАЮЩЕЙСЯ ОБЖИГОВОЙ ПЕЧИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204024&TypeFile=html	Образумов Александр Николаевич (RU)	F27D1/00	QB9K Государственная регистрация предоставления права использования по договору	08.07.2021 РД0368660	Образумов Александр Николаевич (RU)	"Общество с ограниченной ответственностью производственная фирма ""АЯН"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
15	203610	Защитный капюшон	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=203610&TypeFile=html	Общество с ограниченной ответственностью «Собинтел» (RU)	A62B17/04	PC9K Государственная регистрация отчуждения исключительного права по договору	17.02.2023 РД0423005	"Общество с ограниченной ответственностью ""Собинтел"" (RU)"	"Акционерное общество ""Сорбент"" (RU)"	Договор отчуждения	нет данных об условиях	"614042, Пермский край, г. Пермь, ул. Гальперина, 6, АО ""Сорбент"""
16	202971	Сталеалюминиевый провод	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=202971&TypeFile=html	Публичное акционерное общество «Северсталь» (ПАО «Северсталь») (RU)	H01B5/10	QB9K Государственная регистрация предоставления права использования по договору	21.02.2023 РД0423842	"Публичное акционерное общество ""Северсталь"" (RU)"	"Акционерное общество ""Северсталь канаты"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
17	202970	Сталеалюминиевый провод	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=202970&TypeFile=html	Публичное акционерное общество «Северсталь» (ПАО «Северсталь») (RU)	H01B5/10	QB9K Государственная регистрация предоставления права использования по договору	21.02.2023 РД0423842	"Публичное акционерное общество ""Северсталь"" (RU)"	"Акционерное общество ""Северсталь канаты"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
18	203928	ПНЕВМОГИДРАВЛИЧЕСКИЙ УСИЛИТЕЛЬ ПРИВОДА СЦЕПЛЕНИЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=203928&TypeFile=html	Деулин Константин Николаевич (RU)	B60K23/02	QB9K Государственная регистрация предоставления права использования по договору	22.03.2022 РД0391568	Деулин Константин Николаевич (RU)	Общество с ограниченной ответственностью фирма «Термокам» (RU)	лицензионный	исключительная лицензия на срок до 17.12.2030 на территории РФ.	нет данных об адресе
19	206353	ВРЕМЕННАЯ БЫСТРОВОЗВОДИМАЯ ПОСТРОЙКА ДЛЯ ПРЕДОТВРАЩЕНИЯ ИНИЦИАЛИЗАЦИИ ВЗРЫВНОГО УСТРОЙСТВА И СОКРАЩЕНИЯ НЕГАТИВНЫХ ПОСЛЕДСТВИЙ ВЗРЫВА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=206353&TypeFile=html	Задорожный Артем Анатольевич (RU)	F42D5/04	PC9K Государственная регистрация отчуждения исключительного права по договору	14.06.2022 РД0400113	Задорожный Артем Анатольевич (RU)	"Общество с ограниченной ответственностью ""ЭКОТКАНИ. ДИЗАЙН"" (RU)"	Договор отчуждения	нет данных об условиях	410054, г. Саратов, а/я 3315, Наумовой Е.В.
20	204789	УСТРОЙСТВО ДЛЯ ИЗМЕРЕНИЯ СОПРОТИВЛЕНИЯ ЗАЗЕМЛИТЕЛЯ ОПОРЫ, УСТАНОВЛЕННОЙ НА ЧЕТЫРЕХСВАЙНОМ ФУНДАМЕНТЕ, БЕЗ ОТСОЕДИНЕНИЯ ГРОЗОЗАЩИТНОГО ТРОСА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204789&TypeFile=html	"Публичное Акционерное Общество ""Межрегиональная Распределительная Сетевая Компания Центра и Приволжья"" (ПАО ""МРСК Центра и Приволжья"") (RU)"	G01R27/20	QB9K Государственная регистрация предоставления права использования по договору	10.01.2023 РД0418958	"Публичное акционерное общество ""Россети Центр и Приволжье"" (RU)"	"Публичное акционерное общество ""Россети Центр"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
21	203671	Кожух экранно-выхлопного устройства с воздухозаборными устройствами	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=203671&TypeFile=html	"Акционерное общество ""Национальный центр вертолетостроения им. М.Л. Миля и Н.И. Камова"" (АО ""НЦВ Миль и Камов"") (RU)"	B64C1/06	QZ9K Государственная регистрация изменений, касающихся предоставления права использования по договору	30.05.2022 РД0398830	"Акционерное общество ""Национальный центр вертолетостроения им. М.Л. Миля и Н.И. Камова"" (RU)"	"Ростовский вертолетный производственный комплекс Публичное акционерное общество ""Роствертол"" им. Б.Н. Слюсаря (RU)  Изменения:   Включение патентов №№ 2739018, 2747596, 199240, 203671 в предмет договора. Срок действия договора продлен до 31.12.2023."	лицензионный   Дата внесения записи в Государственный реестр: 13.01.2023         Дата публикации и номер бюллетеня: 13.01.2023 Бюл. №2	no_data	нет данных об адресе
22	206735	УСТРОЙСТВО ДЛЯ УЧЕТА РАСХОДА ЭНЕРГИИ ПОДВИЖНЫМ ЭЛЕКТРОТРАНСПОРТОМ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=206735&TypeFile=html	Остудин Валентин Дмитриевич (RU)	B60L3/00	QB9K Государственная регистрация предоставления права использования по договору	15.12.2022 РД0417124	Остудин Валентин Дмитриевич (RU)	"Общество с ограниченной ответственностью ""Научно-производственная компания ""Ленинградский Электромеханический Завод"" (RU)"	лицензионный	исключительная лицензия на срок до 31.12.2022 на территории РФ.	нет данных об адресе
23	210337	УСТРОЙСТВО ВЫРАВНИВАНИЯ НАГРУЗКИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=210337&TypeFile=html	"Публичное акционерное общество ""Россети Центр и Приволжье"" (RU)"	H02J3/26	QB9K Государственная регистрация предоставления права использования по договору	19.04.2023 РД0429067	"Публичное акционерное общество ""Россети Центр и Приволжье"" (RU)"	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Марийский государственный университет"" (RU)"	лицензионный	неисключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе
24	205581	Пикнометр металлический для эталона единицы плотности	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=205581&TypeFile=html	"Публичное акционерное общество ""Транснефть"" (ПАО ""Транснефть"") (RU),Общество с ограниченной ответственностью ""Научно-исследовательский институт трубопроводного транспорта"" (ООО ""НИИ Транснефть"") (RU),Общество с ограниченной ответственностью ""Транснефть-Порт Приморск"" (ООО ""Транснефть-Порт Приморск"") (RU)"	G01N9/04	QB9K Государственная регистрация предоставления права использования по договору	25.05.2022 РД0398475	"Публичное акционерное общество ""Транснефть"" (RU), Общество с ограниченной ответственностью ""Научно-исследовательский институт трубопроводного транспорта"" (RU), Общество с ограниченной ответственностью ""Транснефть - Порт Приморск"" (RU)"	"Общество с ограниченной ответственностью ""МОНИТОРИНГ"" (RU)"	лицензионный	неисключительная лицензия на срок до 15.12.2030 на территории РФ.	нет данных об адресе
25	204483	ФИТИНГОВЫЙ УПОР	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204483&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B60P7/13	PC9K Государственная регистрация отчуждения исключительного права по договору	05.04.2023 РД0427888	РЕЙЛ 1520 АйПи ЛТД (CY)	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	Договор отчуждения	нет данных об условиях	"197046, г. Санкт-Петербург, Петроградская наб., д. 22, литер А, пом. 38-Н, ООО ""ВНИЦТТ"", патентно-информационный отдел"
26	204483	ФИТИНГОВЫЙ УПОР	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204483&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B60P7/13	PC9K Государственная регистрация отчуждения исключительного права по договору	07.04.2023 РД0428079	РЕЙЛ 1520 АйПи ЛТД (CY)	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	Договор отчуждения	нет данных об условиях	"197046, г. Санкт-Петербург, Петроградская наб., д. 22, литер А, пом. 38-Н, ООО ""ВНИЦТТ"", патентно-информационный отдел"
27	204483	ФИТИНГОВЫЙ УПОР	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204483&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B60P7/13	PC9K Государственная регистрация отчуждения исключительного права по договору	11.04.2023 РД0428310	РЕЙЛ 1520 АйПи ЛТД (CY)	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	Договор отчуждения	нет данных об условиях	"197046, г. Санкт-Петербург, Петроградская наб., д. 22, литер А, пом. 38-Н, ООО ""ВНИЦТТ"", патентно-информационный отдел"
28	204483	ФИТИНГОВЫЙ УПОР	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204483&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B60P7/13	PC9K Государственная регистрация отчуждения исключительного права по договору	14.04.2023 РД0428674	РЕЙЛ 1520 АйПи ЛТД (CY)	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	Договор отчуждения	нет данных об условиях	"197046, г. Санкт-Петербург, Петроградская наб., д. 22, литер А, пом. 38-Н, ООО ""ВНИЦТТ"", патентно-информационный отдел"
29	204483	ФИТИНГОВЫЙ УПОР	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=204483&TypeFile=html	РЕЙЛ 1520 АйПи ЛТД (CY)	B60P7/13	QB9K Государственная регистрация залога (последующего залога) исключительного права по договору	17.07.2023 РД0437806	"Общество с ограниченной ответственностью ""РЕЙЛ1520 АЙ ПИ"" (RU)"	"Публичное акционерное общество Национальный банк ""ТРАСТ"" (RU)"	о залоге исключительного права		no_data
30	205365	БОКОВАЯ СТЕНА КРЫТОГО ВАГОНА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=205365&TypeFile=html	"Акционерное общество Алтайского вагоностроения (АО ""Алтайвагон"") (RU)"	B61D17/08	PC9K Государственная регистрация отчуждения исключительного права по договору	13.06.2023 РД0434245	Акционерное общество Алтайского вагоностроения (RU)	"Общество с ограниченной ответственностью ""Сибирское патентное бюро"" (RU)"	Договор отчуждения	нет данных об условиях	"650000, г. Кемерово, ул. Весенняя, д. 5, ООО ""Сибирское Патентное Бюро"""
31	205365	БОКОВАЯ СТЕНА КРЫТОГО ВАГОНА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=205365&TypeFile=html	"Акционерное общество Алтайского вагоностроения (АО ""Алтайвагон"") (RU)"	B61D17/08	QB9K Государственная регистрация предоставления права использования по договору	15.09.2023 РД0443540	"Общество с ограниченной ответственностью ""Сибирское патентное бюро"" (RU)"	Акционерное общество Алтайского вагоностроения (RU)	лицензионный	неисключительная лицензия сроком по 02.12.2041 г. на территории РФ.	нет данных об адресе
32	202785	ТЕПЛООБМЕННАЯ ЦЕПЬ ДЛЯ ЦЕПНОЙ ЗАВЕСЫ ВРАЩАЮЩЕЙСЯ ОБЖИГОВОЙ ПЕЧИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=202785&TypeFile=html	Образумов Александр Николаевич (RU)	F27B7/18	QB9K Государственная регистрация предоставления права использования по договору	26.04.2021 РД0361512	Образумов Александр Николаевич (RU)	"Общество с ограниченной ответственностью производственная фирма ""АЯН"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
