	0	1	2	3	4	5	6	7	8	9	10	11
0	199740	Устройство для акупрессуры	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=199740&TypeFile=html	Волков Владимир Владимирович (RU)	A61H39/00	QB9K Государственная регистрация предоставления права использования по договору	30.08.2021 РД0372995	Волков Владимир Владимирович (RU)	"Общество с ограниченной ответственностью ""ПРОСТО-ПОЛЕЗНО"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
1	197645	ШАРНИРНЫЙ УЗЕЛ СКЛАДНОГО РЕФЛЕКТОРА КОСМИЧЕСКОЙ АНТЕННЫ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=197645&TypeFile=html	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева"" (СибГУ им. М.Ф.Решетнева) (RU)"	H01Q15/20	PC9K Государственная регистрация отчуждения исключительного права по договору	23.09.2021 РД0375420	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный университет науки и технологий имени академика М.Ф. Решетнева"" (RU)"	"Акционерное общество ""Информационные спутниковые системы"" имени академика М.Ф. Решетнева"" (RU)"	Договор отчуждения	нет данных об условиях	"662972, Красноярский край, г. Железногорск, ул. Ленина, 52, АО ""Информационные спутниковые системы"" имени академика М.Ф. Решетнева"""
2	197962	Армирующая сетка анкерной крепи	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=197962&TypeFile=html	Зубков Антон Анатольевич (RU)	E21D21/00	QB9K Государственная регистрация предоставления права использования по договору	08.04.2022 РД0393530	Зубков Антон Анатольевич (RU)	Общество с ограниченной ответственностью «УралЭнергоРесурс» (RU)	лицензионный	исключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе
3	199700	НЕОНАТАЛЬНЫЙ РЕНТГЕНОВСКИЙ АППАРАТ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=199700&TypeFile=html	"Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)"" (RU)"	A61B6/00	QB9K Государственная регистрация предоставления права использования по договору	20.11.2020 РД0347066	"Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский государственный электротехнический университет ""ЛЭТИ"" им. В.И. Ульянова (Ленина)"" (RU)"	"Акционерное Общество ""НИПК ""Электрон"" (RU)"	лицензионный	неисключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе
4	200578	Вкладыш гибкого контейнера	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=200578&TypeFile=html	Середенин Олег Валерьевич (RU)	B65D88/00	QB9K Государственная регистрация предоставления права использования по договору	24.03.2021 РД0358687	Середенин Олег Валерьевич (RU)	"Общество с ограниченной ответственностью ""Интерпак"" (RU)"	лицензионный	неисключительная лицензия на срок до 25.12.2029 на территории РФ.	нет данных об адресе
5	200578	Вкладыш гибкого контейнера	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=200578&TypeFile=html	Середенин Олег Валерьевич (RU)	B65D88/00	QB9K Государственная регистрация предоставления права использования по договору	25.04.2022 РД0395204	Середенин Олег Валерьевич (RU)	"Общество с ограниченной ответственностью ""Интерпак-М"" (RU)"	лицензионный	неисключительная лицензия на срок до 25.12.2029 на территории РФ.	нет данных об адресе
6	198948	Рама мотовездехода	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=198948&TypeFile=html	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (МГТУ им. Н.Э. Баумана) (RU)"	B62D21/00	PC9K Государственная регистрация отчуждения исключительного права по договору	26.01.2021 РД0352949	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (RU)"	"Акционерное общество ""Русская механика"" (RU)"	Договор отчуждения	нет данных об условиях	105005, Москва, 2-я Бауманская ул., 5, стр. 1, МГТУ им. Н.Э. Баумана, ЦЗИС, для Котиева (каф. СМ-10)
7	198949	Алюминиевое направляющее устройство телескопической подвески рулевых лыж снегохода с креплением на раме снегохода	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=198949&TypeFile=html	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (МГТУ им. Н.Э. Баумана) (RU)"	B62B17/04	PC9K Государственная регистрация отчуждения исключительного права по договору	26.01.2021 РД0352949	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (RU)"	"Акционерное общество ""Русская механика"" (RU)"	Договор отчуждения	нет данных об условиях	105005, Москва, 2-я Бауманская ул., 5, стр. 1, МГТУ им. Н.Э. Баумана, ЦЗИС, для Котиева (каф. СМ-10)
8	197853	БЕСПРОВОДНОЙ ЭПИКАРДИАЛЬНЫЙ ЭЛЕКТРОКАРДИОСТИМУЛЯТОР ДЛЯ ЛЕЧЕНИЯ БРАДИАРИТМИЙ И СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=197853&TypeFile=html	"Федеральное государственное бюджетное учреждение ""Национальный медицинский исследовательский центр сердечно-сосудистой хирургии имени А.Н. Бакулева"" Министерства здравоохранения Российской Федерации (RU)"	A61N1/365	QB9K Государственная регистрация предоставления права использования по договору	08.09.2021 РД0374027	"Федеральное государственное бюджетное учреждение ""Национальный медицинский исследовательский центр сердечно-сосудистой хирургии имени А.Н. Бакулева"" Министерства здравоохранения Российской Федерации (RU)"	"Общество с ограниченной ответственностью ""Кардиоэлектроника"" (RU)"	лицензионный	неисключительная лицензия на срок до 29.06.2025 на территории РФ	нет данных об адресе
9	200190	Главная передача с электромагнитной блокировкой дифференциала для колесного мотовездехода	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=200190&TypeFile=html	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (МГТУ им. Н.Э. Баумана) (RU)"	F16H48/24	PC9K Государственная регистрация отчуждения исключительного права по договору	26.01.2021 РД0352949	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (RU)"	"Акционерное общество ""Русская механика"" (RU)"	Договор отчуждения	нет данных об условиях	105005, Москва, 2-я Бауманская ул., 5, стр. 1, МГТУ им. Н.Э. Баумана, ЦЗИС, для Котиева (каф. СМ-10)
10	199960	Тяговый электрический привод для гибридной шарнирно-сочлененной рабочей машины	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=199960&TypeFile=html	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (МГТУ им. Н.Э. Баумана) (RU)"	B62D59/04	PC9K Государственная регистрация отчуждения исключительного права по договору	28.09.2021 РД0375958	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" (RU)"	"Публичное акционерное общество ""КАМАЗ"" (RU)"	Договор отчуждения	нет данных об условиях	105005, Москва, 2-я Бауманская ул., 5, к. 1, МГТУ им. Н.Э. Баумана, ЦИС, для       Карташова (каф. СМ-10)
11	197330	УЧЕБНЫЙ СТЕНД ДЛЯ ИЗУЧЕНИЯ ЭЛЕКТРОТЕХНИКИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=197330&TypeFile=html	Галишников Юрий Петрович (RU),Сенигов Павел Николаевич (RU)	G09B23/18	QB9K Государственная регистрация предоставления права использования по договору	09.06.2021 РД0366139	Галишников Юрий Петрович (RU), Сенигов Павел Николаевич (RU)	"Общество с ограниченной ответственностью ""Инженерно-производственный центр ""Учебная техника"" (RU)"	лицензионный	исключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе
12	197330	УЧЕБНЫЙ СТЕНД ДЛЯ ИЗУЧЕНИЯ ЭЛЕКТРОТЕХНИКИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=197330&TypeFile=html	Галишников Юрий Петрович (RU),Сенигов Павел Николаевич (RU)	G09B23/18	QZ9K Государственная регистрация изменений, касающихся предоставления права использования по договору	09.06.2021 РД0366139	Галишников Константин Юрьевич (RU), Сенигов Павел Николаевич (RU)	"Общество с ограниченной ответственностью ""Инженерно-производственный центр ""Учебная техника"" (RU)  Изменения:   Лицензиар изменен."	лицензионный   Дата внесения записи в Государственный реестр: 25.10.2022         Дата публикации и номер бюллетеня: 25.10.2022 Бюл. №30	no_data	нет данных об адресе
13	198796	АКТИВНЫЙ МАГНИТНЫЙ ПОДШИПНИК С АКСИАЛЬНЫМ ЗАМЫКАНИЕМ ПОТОКА ДЛЯ ПОДВЕСА ЦЕЛЬНОМЕТАЛЛИЧЕСКИХ РОТОРОВ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPM&DocNumber=198796&TypeFile=html	Кочевин Федор Георгиевич (RU)	F16C32/04	PC9K Государственная регистрация отчуждения исключительного права по договору	31.05.2022 РД0399075	Кочевин Федор Георгиевич (RU)	"Общество с ограниченной ответственностью ""ЭМАС-ТУРБО"" (RU)"	Договор отчуждения	нет данных об условиях	"180006, г. Псков, ул. Школьная, 18, ООО ""ЭМАС-ТУРБО"""
